PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"15338105","Ethanol consumption reduces the adverse consequences of self-administered intravenous cocaine in rats","Knackstedt LA, Ettenberg A.","Psychopharmacology (Berl). 2005 Mar;178(2-3):143-50. doi: 10.1007/s00213-004-1996-2. Epub 2004 Aug 25.","Knackstedt LA","Psychopharmacology (Berl)","2005","2004/09/01","","","10.1007/s00213-004-1996-2"
"5546883","Limbic system lesions in rats: differential effects in an approach-avoidance task","Fried PA.","J Comp Physiol Psychol. 1971 Mar;74(3):349-53. doi: 10.1037/h0030560.","Fried PA","J Comp Physiol Psychol","1971","1971/03/01","","","10.1037/h0030560"
"31464967","Neoadjuvant chemotherapy before radical prostatectomy for locally advanced prostate cancer: Protocol for a systematic review and meta-analysis","Lin T, Yang X, Gong L, Xu H, Qiu S, Yu R, Sun S, Liu L, Zhang P, Han P, Cheng J, Yang L, Wei Q.","Medicine (Baltimore). 2019 Aug;98(35):e17060. doi: 10.1097/MD.0000000000017060.","Lin T","Medicine (Baltimore)","2019","2019/08/30","PMC6736486","","10.1097/MD.0000000000017060"
"29688872","Neural correlates of emotional action control in anger-prone women with borderline personality disorder","Bertsch K, Roelofs K, Roch PJ, Ma B, Hensel S, Herpertz SC, Volman I.","J Psychiatry Neurosci. 2018 May;43(3):161-170. doi: 10.1503/jpn.170102.","Bertsch K","J Psychiatry Neurosci","2018","2018/04/25","PMC5915237","","10.1503/jpn.170102"
"30678532","A walk on the dark side: TMS over the right inferior frontal gyrus (rIFG) disrupts behavioral responses to infant stimuli","De Carli P, Bakermans-Kranenburg MJ, Parolin L, Lega C, Zanardo B, Cattaneo Z, Riem MME.","Soc Neurosci. 2019 Dec;14(6):697-704. doi: 10.1080/17470919.2019.1574891. Epub 2019 Feb 6.","De Carli P","Soc Neurosci","2019","2019/01/26","","","10.1080/17470919.2019.1574891"
"22772335","Effect of dopamine D₃ receptor antagonism on approach responses to food cues in overweight and obese individuals","Mogg K, Bradley BP, O'Neill B, Bani M, Merlo-Pich E, Koch A, Bullmore ET, Nathan PJ.","Behav Pharmacol. 2012 Sep;23(5-6):603-8. doi: 10.1097/FBP.0b013e3283566a4a.","Mogg K","Behav Pharmacol","2012","2012/07/10","","","10.1097/FBP.0b013e3283566a4a"
"7470951","Behavioral characteristics of vasopressin-deficient rats (Brattleboro strain)","Brito GN, Thomas GJ, Gingold SI, Gash DM.","Brain Res Bull. 1981 Jan;6(1):71-5. doi: 10.1016/s0361-9230(81)80070-6.","Brito GN","Brain Res Bull","1981","1981/01/01","","","10.1016/s0361-9230(81)80070-6"
"29241999","Burn! How implicit and explicit attitudes predict early adolescents' ""hot sauce"" aggression toward classroom peers","Lansu TAM.","J Exp Child Psychol. 2018 Mar;167:423-432. doi: 10.1016/j.jecp.2017.11.006. Epub 2017 Dec 11.","Lansu TAM","J Exp Child Psychol","2018","2017/12/16","","","10.1016/j.jecp.2017.11.006"
"18208922","Do the affective properties of smoking-related cues influence attentional and approach biases in cigarette smokers?","Bradley BP, Field M, Healy H, Mogg K.","J Psychopharmacol. 2008 Sep;22(7):737-45. doi: 10.1177/0269881107083844. Epub 2008 Jan 21.","Bradley BP","J Psychopharmacol","2008","2008/01/23","","","10.1177/0269881107083844"
"31026725","Economic and environmental efficiency of UK and Ireland water companies: Influence of exogenous factors and rurality","Walker NL, Norton A, Harris I, Williams AP, Styles D.","J Environ Manage. 2019 Jul 1;241:363-373. doi: 10.1016/j.jenvman.2019.03.093. Epub 2019 Apr 23.","Walker NL","J Environ Manage","2019","2019/04/27","","","10.1016/j.jenvman.2019.03.093"
"29336775","Neural correlates of emotional action control in anger-prone women with borderline personality disorder","Bertsch K, Roelofs K, Roch PJ, Ma B, Hensel S, Herpertz SC, Volman I.","J Psychiatry Neurosci. 2018 Jan 12;43(2):170102. doi: 10.1503/jpn.170102. Online ahead of print.","Bertsch K","J Psychiatry Neurosci","2018","2018/01/17","","","10.1503/jpn.170102"
"5854260","Effects of shock intensity, deprivation, and morphine in a simple approach-avoidance conflict situation","Leaf RC, Muller SA.","Psychol Rep. 1965 Dec;17(3):819-23. doi: 10.2466/pr0.1965.17.3.819.","Leaf RC","Psychol Rep","1965","1965/12/01","","","10.2466/pr0.1965.17.3.819"
"24904335","Behavioral and electrophysiological effects of endocannabinoid and dopaminergic systems on salient stimuli","Laricchiuta D, Musella A, Rossi S, Centonze D.","Front Behav Neurosci. 2014 May 19;8:183. doi: 10.3389/fnbeh.2014.00183. eCollection 2014.","Laricchiuta D","Front Behav Neurosci","2014","2014/06/07","PMC4032909","","10.3389/fnbeh.2014.00183"
"11300575","Abstract and concrete self-evaluative goals","Freitas AL, Salovey P, Liberman N.","J Pers Soc Psychol. 2001 Mar;80(3):410-24. doi: 10.1037/0022-3514.80.3.410.","Freitas AL","J Pers Soc Psychol","2001","2001/04/13","","","10.1037/0022-3514.80.3.410"
"30531802","Using a three-compartment model improves the estimation of iohexol clearance to assess glomerular filtration rate","Taubert M, Ebert N, Martus P, van der Giet M, Fuhr U, Schaeffner E.","Sci Rep. 2018 Dec 7;8(1):17723. doi: 10.1038/s41598-018-35989-x.","Taubert M","Sci Rep","2018","2018/12/12","PMC6286374","","10.1038/s41598-018-35989-x"
"27862713","Impact of alcohol-promoting and alcohol-warning advertisements on alcohol consumption, affect, and implicit cognition in heavy-drinking young adults: A laboratory-based randomized controlled trial","Stautz K, Frings D, Albery IP, Moss AC, Marteau TM.","Br J Health Psychol. 2017 Feb;22(1):128-150. doi: 10.1111/bjhp.12221. Epub 2016 Nov 11.","Stautz K","Br J Health Psychol","2017","2016/11/19","PMC5245110","","10.1111/bjhp.12221"
"34252482","Cardiac parasympathetic activity in female patients with borderline personality disorder predicts approach/avoidance behavior towards angry faces","Maiß C, Engemann L, Kern K, Flasbeck V, Mügge A, Lücke T, Brüne M.","Biol Psychol. 2021 Jul;163:108146. doi: 10.1016/j.biopsycho.2021.108146. Epub 2021 Jul 9.","Maiß C","Biol Psychol","2021","2021/07/12","","","10.1016/j.biopsycho.2021.108146"
"27047415","When Love Meets Money: Priming the Possession of Money Influences Mating Strategies","Li YM, Li J, Chan DK, Zhang B.","Front Psychol. 2016 Mar 21;7:387. doi: 10.3389/fpsyg.2016.00387. eCollection 2016.","Li YM","Front Psychol","2016","2016/04/06","PMC4801008","","10.3389/fpsyg.2016.00387"
"26027737","A Corticostriatal Path Targeting Striosomes Controls Decision-Making under Conflict","Friedman A, Homma D, Gibb LG, Amemori K, Rubin SJ, Hood AS, Riad MH, Graybiel AM.","Cell. 2015 Jun 4;161(6):1320-33. doi: 10.1016/j.cell.2015.04.049. Epub 2015 May 28.","Friedman A","Cell","2015","2015/06/02","PMC4477966","NIHMS687533","10.1016/j.cell.2015.04.049"
"13839193","All-or-none versus progressive approach in an approach-avoidance conflict","TRAPOLD MA, MILLER NE, COONS EE.","J Comp Physiol Psychol. 1960 Jun;53:293-6. doi: 10.1037/h0039794.","TRAPOLD MA","J Comp Physiol Psychol","1960","1960/06/01","","","10.1037/h0039794"
"33453547","Automatic attentional bias toward high-calorie food cues and body shape concerns in individuals with a high level of weight suppression: Preliminary findings","Lee M, Lee JH.","Eat Behav. 2021 Jan;40:101471. doi: 10.1016/j.eatbeh.2020.101471. Epub 2020 Dec 24.","Lee M","Eat Behav","2021","2021/01/16","","","10.1016/j.eatbeh.2020.101471"
"20573948","A signal detection analysis of chronic attachment anxiety at speed dating: being unpopular is only the first part of the problem","McClure MJ, Lydon JE, Baccus JR, Baldwin MW.","Pers Soc Psychol Bull. 2010 Aug;36(8):1024-36. doi: 10.1177/0146167210374238. Epub 2010 Jun 23.","McClure MJ","Pers Soc Psychol Bull","2010","2010/06/25","","","10.1177/0146167210374238"
"30671876","The Role of Inhibitory Control Mechanisms in the Regulation of Sexual Behavior","Rodriguez-Nieto G, Emmerling F, Dewitte M, Sack AT, Schuhmann T.","Arch Sex Behav. 2019 Feb;48(2):481-494. doi: 10.1007/s10508-018-1283-7. Epub 2019 Jan 22.","Rodriguez-Nieto G","Arch Sex Behav","2019","2019/01/24","PMC6373525","","10.1007/s10508-018-1283-7"
"28238576","What is the appropriate control condition for approach bias modification? A response to commentary by Becker et al. (2017)","Kakoschke N, Kemps E, Tiggemann M.","Addict Behav. 2018 Feb;77:295-296. doi: 10.1016/j.addbeh.2017.02.024. Epub 2017 Feb 16.","Kakoschke N","Addict Behav","2018","2017/02/28","","","10.1016/j.addbeh.2017.02.024"
"16701963","Selective processing of cannabis cues in regular cannabis users","Field M, Eastwood B, Bradley BP, Mogg K.","Drug Alcohol Depend. 2006 Oct 15;85(1):75-82. doi: 10.1016/j.drugalcdep.2006.03.018. Epub 2006 May 15.","Field M","Drug Alcohol Depend","2006","2006/05/17","","","10.1016/j.drugalcdep.2006.03.018"
"13890441","Theory and experiment on the measurement of approach-avoidance conflict","EPSTEIN S, FENZ WD.","J Abnorm Soc Psychol. 1962 Feb;64:97-112. doi: 10.1037/h0046187.","EPSTEIN S","J Abnorm Soc Psychol","1962","1962/02/01","","","10.1037/h0046187"
"30553826","Out of control? Acting out anger is associated with deficient prefrontal emotional action control in male patients with borderline personality disorder","Bertsch K, Krauch M, Roelofs K, Cackowski S, Herpertz SC, Volman I.","Neuropharmacology. 2019 Sep 15;156:107463. doi: 10.1016/j.neuropharm.2018.12.010. Epub 2018 Dec 14.","Bertsch K","Neuropharmacology","2019","2018/12/17","","","10.1016/j.neuropharm.2018.12.010"
"13803450","Effects of amount of reward on strength of approach in an approach-avoidance conflict","BOWER GH, MILLER NE.","J Comp Physiol Psychol. 1960 Feb;53:59-62. doi: 10.1037/h0038938.","BOWER GH","J Comp Physiol Psychol","1960","1960/02/01","","","10.1037/h0038938"
"22632107","Automatic processes in at-risk adolescents: the role of alcohol-approach tendencies and response inhibition in drinking behavior","Peeters M, Wiers RW, Monshouwer K, van de Schoot R, Janssen T, Vollebergh WA.","Addiction. 2012 Nov;107(11):1939-46. doi: 10.1111/j.1360-0443.2012.03948.x. Epub 2012 Aug 28.","Peeters M","Addiction","2012","2012/05/29","","","10.1111/j.1360-0443.2012.03948.x"
"29066344","Uncontrolled eating in adolescents: The role of impulsivity and automatic approach bias for food","Booth C, Spronk D, Grol M, Fox E.","Appetite. 2018 Jan 1;120:636-643. doi: 10.1016/j.appet.2017.10.024. Epub 2017 Oct 21.","Booth C","Appetite","2018","2017/10/26","PMC5689136","","10.1016/j.appet.2017.10.024"
"28440102","Smoking addiction: the shift from head to hands: Approach bias towards smoking-related cues in low-dependent versus dependent smokers","Detandt S, Bazan A, Quertemont E, Verbanck P.","J Psychopharmacol. 2017 Jul;31(7):819-829. doi: 10.1177/0269881117699606. Epub 2017 Apr 25.","Detandt S","J Psychopharmacol","2017","2017/04/26","","","10.1177/0269881117699606"
"22728604","Cognitive biases in individuals with mild to borderline intellectual disability and alcohol use-related problems","van Duijvenbode N, Didden R, Voogd H, Korzilius HP, Engels RC.","Res Dev Disabil. 2012 Nov-Dec;33(6):1928-36. doi: 10.1016/j.ridd.2012.05.026. Epub 2012 Jun 21.","van Duijvenbode N","Res Dev Disabil","2012","2012/06/26","","","10.1016/j.ridd.2012.05.026"
"23870532","Web-based cognitive bias modification for problem drinkers: protocol of a randomised controlled trial with a 2x2x2 factorial design","van Deursen DS, Salemink E, Smit F, Kramer J, Wiers RW.","BMC Public Health. 2013 Jul 20;13:674. doi: 10.1186/1471-2458-13-674.","van Deursen DS","BMC Public Health","2013","2013/07/23","PMC3723484","","10.1186/1471-2458-13-674"
"34569480","Imaginal Retraining Reduces Craving for Tobacco in 1-Year Controlled Follow-Up Study","Gehlenborg J, Göritz AS, Moritz S, Lüdtke T, Kühn S.","Eur Addict Res. 2021 Sep 17:1-12. doi: 10.1159/000518678. Online ahead of print.","Gehlenborg J","Eur Addict Res","2021","2021/09/27","","","10.1159/000518678"
"34283037","A Gamified Smartphone-Based Intervention for Depression: Randomized Controlled Pilot Trial","Lukas CA, Eskofier B, Berking M.","JMIR Ment Health. 2021 Jul 20;8(7):e16643. doi: 10.2196/16643.","Lukas CA","JMIR Ment Health","2021","2021/07/20","PMC8335612","","10.2196/16643"
"24708925","Neurobehavioral evaluation of adolescent male rats following repeated exposure to chlorpyrifos","Chen WQ, Zhang YZ, Yuan L, Li YF, Li J.","Neurosci Lett. 2014 Jun 6;570:76-80. doi: 10.1016/j.neulet.2014.03.068. Epub 2014 Apr 4.","Chen WQ","Neurosci Lett","2014","2014/04/09","","","10.1016/j.neulet.2014.03.068"
"23298530","N1 and N2 ERPs reflect the regulation of automatic approach tendencies to positive stimuli","Ernst LH, Ehlis AC, Dresler T, Tupak SV, Weidner A, Fallgatter AJ.","Neurosci Res. 2013 Mar;75(3):239-49. doi: 10.1016/j.neures.2012.12.005. Epub 2013 Jan 5.","Ernst LH","Neurosci Res","2013","2013/01/10","","","10.1016/j.neures.2012.12.005"
"32770476","Implicit bias to food and body cues in eating disorders: a systematic review","Paslakis G, Scholz-Hehn AD, Sommer LM, Kühn S.","Eat Weight Disord. 2021 Jun;26(5):1303-1321. doi: 10.1007/s40519-020-00974-9. Epub 2020 Aug 8.","Paslakis G","Eat Weight Disord","2021","2020/08/10","PMC8128803","","10.1007/s40519-020-00974-9"
"26657819","The effects of stereotype threat and contextual cues on alcohol users' inhibitory control","Pennington CR, Qureshi A, Monk RL, Heim D.","Addict Behav. 2016 Mar;54:12-7. doi: 10.1016/j.addbeh.2015.11.014. Epub 2015 Nov 30.","Pennington CR","Addict Behav","2016","2015/12/15","","","10.1016/j.addbeh.2015.11.014"
"33038541","Defining Rapid Reviews: a systematic scoping review and thematic analysis of definitions and defining characteristics of rapid reviews","Hamel C, Michaud A, Thuku M, Skidmore B, Stevens A, Nussbaumer-Streit B, Garritty C.","J Clin Epidemiol. 2021 Jan;129:74-85. doi: 10.1016/j.jclinepi.2020.09.041. Epub 2020 Oct 8.","Hamel C","J Clin Epidemiol","2021","2020/10/10","","","10.1016/j.jclinepi.2020.09.041"
"29175263","Missing data and chance variation in public reporting of cancer stage at diagnosis: Cross-sectional analysis of population-based data in England","Barclay ME, Lyratzopoulos G, Greenberg DC, Abel GA.","Cancer Epidemiol. 2018 Feb;52:28-42. doi: 10.1016/j.canep.2017.11.005. Epub 2017 Nov 23.","Barclay ME","Cancer Epidemiol","2018","2017/11/28","PMC5786666","","10.1016/j.canep.2017.11.005"
"18998112","Free versus forced exposure to an elevated plus-maze: evidence for new behavioral interpretations during test and retest","Roy V, Chapillon P, Jeljeli M, Caston J, Belzung C.","Psychopharmacology (Berl). 2009 Mar;203(1):131-41. doi: 10.1007/s00213-008-1378-2. Epub 2008 Nov 8.","Roy V","Psychopharmacology (Berl)","2009","2008/11/11","","","10.1007/s00213-008-1378-2"
"29736484","An implicit pictorial methodology for measuring and retraining smokers' reactivity to pictures of pros and cons of smoking: development protocol","Elfeddali I, de Vries H.","Contemp Clin Trials Commun. 2016 Oct 19;4:208-213. doi: 10.1016/j.conctc.2016.10.004. eCollection 2016 Dec 15.","Elfeddali I","Contemp Clin Trials Commun","2016","2018/05/09","PMC5935902","","10.1016/j.conctc.2016.10.004"
"27277794","Testosterone during Puberty Shifts Emotional Control from Pulvinar to Anterior Prefrontal Cortex","Tyborowska A, Volman I, Smeekens S, Toni I, Roelofs K.","J Neurosci. 2016 Jun 8;36(23):6156-64. doi: 10.1523/JNEUROSCI.3874-15.2016.","Tyborowska A","J Neurosci","2016","2016/06/10","PMC6604884","","10.1523/JNEUROSCI.3874-15.2016"
"26421349","Exploring Elements of Fun to Motivate Youth to Do Cognitive Bias Modification","Boendermaker WJ, Boffo M, Wiers RW.","Games Health J. 2015 Dec;4(6):434-43. doi: 10.1089/g4h.2015.0053. Epub 2015 Sep 30.","Boendermaker WJ","Games Health J","2015","2015/10/01","","","10.1089/g4h.2015.0053"
"32755949","Factors Predicting Youth Anxiety Severity: Preliminary Support for a Standardized Behavioral Assessment of Parental and Youth Avoidance Behaviors","Kuckertz JM, Carmona AR, Chang S, Piacentini J, Amir N.","J Cogn Psychother. 2015;29(3):212-229. doi: 10.1891/0889-8391.29.3.212. Epub 2015 Jan 1.","Kuckertz JM","J Cogn Psychother","2015","2020/08/07","","","10.1891/0889-8391.29.3.212"
"27044678","Transgenerational influence of sensorimotor training on offspring behavior and its neural basis in Drosophila","Williams ZM.","Neurobiol Learn Mem. 2016 May;131:166-75. doi: 10.1016/j.nlm.2016.03.023. Epub 2016 Apr 1.","Williams ZM","Neurobiol Learn Mem","2016","2016/04/06","","","10.1016/j.nlm.2016.03.023"
"1615165","Sexual aversion versus hypoactive sexual desire: a diagnostic challenge","Ponticas Y.","Psychiatr Med. 1992;10(2):273-81.","Ponticas Y","Psychiatr Med","1992","1992/01/01","","",""
"26656671","Fear of fatness and drive for thinness in predicting smoking status in college women","Copeland AL, Spears CA, Baillie LE, McVay MA.","Addict Behav. 2016 Mar;54:1-6. doi: 10.1016/j.addbeh.2015.11.010. Epub 2015 Nov 26.","Copeland AL","Addict Behav","2016","2015/12/15","PMC4886743","NIHMS755604","10.1016/j.addbeh.2015.11.010"
"9915966","A simulation study of the effects of assignment of prior identity-by-descent probabilities to unselected sib pairs, in covariance-structure modeling of a quantitative-trait locus","Dolan CV, Boomsma DI, Neale MC.","Am J Hum Genet. 1999 Jan;64(1):268-80. doi: 10.1086/302189.","Dolan CV","Am J Hum Genet","1999","1999/01/23","PMC1377725","","10.1086/302189"
"14946263","The effect of sodium amytal on an approach-avoidance conflict in cats","BAILEY CJ, MILLER NE.","J Comp Physiol Psychol. 1952 Jun;45(3):205-8. doi: 10.1037/h0055258.","BAILEY CJ","J Comp Physiol Psychol","1952","1952/06/01","","","10.1037/h0055258"
"20045021","Changes in emotional behavior produced by orexin microinjections in the paraventricular nucleus of the thalamus","Li Y, Li S, Wei C, Wang H, Sui N, Kirouac GJ.","Pharmacol Biochem Behav. 2010 Mar;95(1):121-8. doi: 10.1016/j.pbb.2009.12.016. Epub 2009 Dec 31.","Li Y","Pharmacol Biochem Behav","2010","2010/01/05","","","10.1016/j.pbb.2009.12.016"
